load_0,load_1,load_2,load_3,load_4
0.003033430138147526,0.003037080835032658,0.0010915620077172354,0.0010836878123751384,0.0010568735280596896
0.0030705324124329757,0.0030246191860273702,0.001019724770962305,0.001090873108827411,0.0010962635393404222
0.003088465681705753,0.0030506331102272554,0.001073611963940782,0.001099457473579977,0.001031443096949953
0.0030914674949500385,0.003009162791369149,0.0010731201644201172,0.0010485731149064623,0.0010756516072137228
0.003035869241150592,0.0030420272357064154,0.001021140788076388,0.0010504561318253806,0.0010355559330168806
0.0030662263482838874,0.003061060356143705,0.0010824147906146266,0.0010225266060253945,0.0010529017636716081
0.003045687242689778,0.003045801490554606,0.0010948789759291436,0.0010355428492776978,0.0010503881673513905
0.003012869116350337,0.003061775959128076,0.0010887823816391584,0.0010766159274421152,0.0010779092892697303
0.003080079700544782,0.003003277536488437,0.001001301352450328,0.0010983974807566447,0.0010890223641711618
0.003085319901149636,0.003061340645943308,0.0010396297610817753,0.0010619304542447852,0.0010135717962243634
0.003064599048456684,0.003068171114298088,0.0010979369663052197,0.0010956439981962276,0.0010351757038686664
0.003047979855129259,0.0030954045370963908,0.0010197652326690647,0.0010181220838666814,0.0010222531871033193
0.003088243064828575,0.0030800479884484783,0.0010589806837234413,0.0010113343410768237,0.0010961231628134691
0.003024484405877368,0.0030750274535465334,0.0010661634037574528,0.0010177596427026028,0.0010336168691308454
0.0030105523068046118,0.0030228725497331954,0.0010480479232133485,0.0010241599658760987,0.0010564539551866361
0.0030069959307981943,0.003019924073578796,0.0010712797083096363,0.0010941239051076212,0.0010511536397317077
0.0030832638329860804,0.003041280079635726,0.001049078838791047,0.0010316259578608588,0.0010166814867011624
0.0030034610641146847,0.003007413840268533,0.0010737809512593834,0.0010202275042699264,0.0010630968984429528
0.0030773075395391053,0.0030285639008726713,0.0010862151784774346,0.0010865596772062331,0.0010300729749239176
0.0030234040425036615,0.003099262841174563,0.001091195337880431,0.0010522012641819845,0.0010633460030182304
0.003088458658500971,0.003074887795752049,0.001094581854712242,0.0010910987577731023,0.0010819451425515775
0.0030078658316438443,0.0030620889777940473,0.0010237541825186807,0.0010514437402197022,0.001033734788772976
0.0030262807348889636,0.0030052244456771115,0.0010321528431806479,0.0010021108663766736,0.0010290384563016743
0.003087914643206074,0.0030244485864920926,0.0010743158317828437,0.0010777848809630755,0.0010537338837175256
0.0030379388198236972,0.0030780341736181003,0.001026580469003947,0.0010608090452188482,0.0010721468812878224
0.0030423150436486063,0.003035209610495331,0.0010206054712540622,0.0010445923030853225,0.0010941760188835743
0.003098232057240401,0.0030367657825329797,0.0010451263296902152,0.0010224776796142082,0.0010214929634026753
0.0030621106975643655,0.003011410205085638,0.001095151994208878,0.0010473940199284277,0.0010209220548437114
0.003051297244569668,0.0030026805236010303,0.0010460178910674306,0.0010808759814727885,0.0010274882089612572
0.003097636174643605,0.003078735550377849,0.001099836983369401,0.001073504764867415,0.0010229682779939041
0.0030833550630547752,0.0030361741672254032,0.0010577923516079022,0.0010332033604618209,0.001097322045807991
0.003050871515863182,0.0030703981630200365,0.0010371435186846887,0.0010599746888808482,0.001053093183966542
0.0030100433609403,0.003071648805639526,0.0010031106428444818,0.0010388031253008368,0.0010757068566392266
0.0030325264560015527,0.0030491774199550184,0.0010722038248877415,0.0010816176602756078,0.0010946340004937402
0.0030544359405008325,0.0030790140824744575,0.0010335798253704343,0.0010706283678985668,0.0010326021121098983
0.0030856517990041294,0.0030662585018746903,0.0010070640401997183,0.001089297812163771,0.0010102872016790648
0.0030234156531511406,0.0030540969606551497,0.0010669267837163945,0.0010119562441810075,0.0010115756072757516
0.0030636769347914764,0.003061686294592539,0.001090481355487615,0.0010926799203468628,0.001043202638644571
0.0030005713047295173,0.0030207152623372346,0.0010516522105365152,0.0010149977778153975,0.0010887861431794522
0.0030014753140685893,0.003050025531919812,0.0010773990027189606,0.0010049770368574119,0.001043530531626895
0.003071812497493814,0.003034753694573387,0.0010529012015285345,0.001065546147368764,0.0010851224398418225
0.003011647116363485,0.003085577252722252,0.001067739777160871,0.0010683694282246493,0.0010099336546018673
0.003062077844276097,0.003088917505658657,0.0010583501317136292,0.001083721086080054,0.00108603821715161
0.003029328500242438,0.0030616844092056796,0.0010053881170793188,0.0010139102402024714,0.0010097338239531885
0.0030664234233880286,0.003055380930390187,0.0010304518063993392,0.0010791261900103175,0.0010278466440786537
0.003050541347409242,0.0030059182733773297,0.0010631294900249823,0.0010346618740954263,0.0010372784894496455
0.0030948784787922777,0.003066673985128235,0.001018872739069846,0.001089301014758425,0.0010105798784194476
0.003076822123298997,0.0030676961527628267,0.0010521736933391003,0.001089242393817287,0.0010637963210138677
0.003003450312392777,0.0030419643334005436,0.0010343690688866104,0.0010951716403392652,0.001066461213717776
0.003073105785612364,0.003006936687171453,0.001067564724471502,0.001023690650644726,0.0010081951361242424
0.0030749980986809426,0.0030182992920525786,0.0010729962297023469,0.0010536307078333642,0.0010644075051899492
0.003065703022802504,0.0030215899326794357,0.0010528982919824357,0.0010777580935443865,0.0010249901686870677
0.0030695229266007678,0.003076017747926157,0.0010303701237241998,0.0010865771001632167,0.0010166183877942422
0.0030642406503793448,0.0030483588477947295,0.0010411039131506174,0.0010761229121649838,0.001006540547423132
0.003088300828837381,0.0030047946589133057,0.0010347923888501594,0.001007913851093666,0.0010410863966806541
0.0030821951656795775,0.0030154921473043743,0.001048281978066236,0.001062943151536633,0.001063298735736876
0.003041667726117479,0.0030949329163256316,0.001095306351701462,0.0010971226360062952,0.0010485191701567885
0.0030159692116319007,0.0030617230281717793,0.00106805339084498,0.0010601087921731467,0.0010684367418639974
0.0030442169741634736,0.003063557752141601,0.0010274471749967505,0.0010217245840012839,0.0010813509430269777
0.003068072878390347,0.003059418610779398,0.001024629380358805,0.001059900607082544,0.0010939985556945734
0.0030265273444287735,0.0030425209323157844,0.0010875713685661026,0.001099053363316175,0.0010161326504702377
0.003015803706984258,0.0030201382024416684,0.0010122694006878083,0.0010920110941867577,0.0010883772458843736
0.003060125577101717,0.003042237998782324,0.0010614814818206502,0.0010939389027494317,0.0010289708375468705
0.00303474253029281,0.0030511842523095155,0.0010723485747703432,0.0010229943717073055,0.0010951394597553674
0.0030362837054812566,0.0030660899949075202,0.001017042254515594,0.001096780415862356,0.001082638475959115
0.0030045112893539376,0.0030546647401183476,0.0010450279151754207,0.0010299003396797711,0.0010530650404667935
0.0030757126569062663,0.0030706984055541013,0.0010678290950959304,0.0010898834653953876,0.0010622468973083717
0.0030171545066140543,0.003065899688498103,0.0010381849963279333,0.0010939881763193959,0.001095167119239817
0.003086347158760527,0.0030667892260911275,0.0010103102005771258,0.001027121275743474,0.0010806723449583366
