load_0,load_1,load_2,load_3,load_4,load_5
0.0030222437435988014,0.0030072132262909898,0.003089761506009493,0.0030437919913093737,0.003005311572421724,0.0030532513664169587
0.0030508066592785602,0.0030958180367421243,0.003003981507497055,0.003029722315428669,0.003097884419071489,0.0030744186312474777
0.003037190652510246,0.0030369408767829376,0.003093896291058533,0.0030732436261531153,0.003047990060896511,0.0030191355234532122
0.0030122399879684712,0.0030835583010046168,0.003093076354887594,0.0030531227909964182,0.0030756100640254493,0.0030697114220330796
0.0030562831124153326,0.003094174308875547,0.0030175348838527255,0.003071594360681711,0.0030370068079256,0.0030561294402383066
0.0030431386264526076,0.0030136793407214094,0.003070420758644821,0.0030614074209258206,0.00301639735353751,0.0030116432470199566
0.0030370679255754306,0.0030643774799445885,0.0030519348521406103,0.0030709189442631028,0.003089566721432545,0.003079990322600616
0.003089208600025965,0.0030837666721989323,0.003053533051532546,0.003093275536685989,0.0030315440281400673,0.0030088873403516865
0.0030466770735232793,0.003073877175806146,0.0030043588990740226,0.0030626324899088245,0.003097246284182455,0.0030495010983494163
0.0030968333193948593,0.0030011322192080247,0.003030510488067534,0.0030508387609432175,0.003033327789687022,0.003034853475844919
0.0030174992080865184,0.0030841573267348776,0.003088917837878118,0.0030387118008303113,0.003097004551537196,0.003098783798779753
0.0030175992190977384,0.003049319904774919,0.0030377742916002847,0.0030940091134153726,0.003044152779422618,0.0030190622116543684
0.003007362651054277,0.003072011900974971,0.0030945080967291925,0.003027484704409474,0.0030903957442688797,0.0030461950459220303
0.003090072617509801,0.0030351550737767593,0.0030759208645107917,0.0030867262643860835,0.003060744742675013,0.003042034981184244
0.003069472811911592,0.003059614513672055,0.003056180070276929,0.003053150032042543,0.0030322922418532343,0.0030610740933507486
0.003034916630447039,0.0030104979123789823,0.0030997276668299854,0.003061002979933831,0.0030891854659540773,0.0030218225499755815
0.003048237105993954,0.003016176803288158,0.003077924348162118,0.003053539121892145,0.003040019484056756,0.0030849095364137488
0.003014884892040967,0.0030109449322053465,0.0030515237659522743,0.0030317862430994514,0.003071536254965831,0.003046338982812023
0.0030542282982270936,0.0030413678974638733,0.0030335383104874666,0.0030378847634404326,0.0030353830821610184,0.0030975982468344917
0.0030915333784123115,0.0030810398395433054,0.0030153287471399344,0.0030774682608837116,0.003057127603764931,0.003032980327832735
0.0030720223553585228,0.0030607071747577974,0.0030377773694347664,0.003067386848833589,0.0030149817471985686,0.003017608722580571
0.0030168620804281684,0.0030122584392350254,0.0030635164391987885,0.0030882136238593186,0.003041973501399073,0.0030157133436586533
0.0030536214859837032,0.0030786234028235488,0.0030021415839830813,0.0030636429604337843,0.003023827108115236,0.003088029388339573
0.0030801492329645516,0.0030424090694151727,0.003081040688013284,0.003024479612062774,0.0030658841762147837,0.003014469722989394
0.003078429819713332,0.0030330236867332407,0.0030064859981847455,0.0030381541877841185,0.003061438300371022,0.003099109520881224
0.0030694213343022934,0.0030381906337705387,0.003003286541571733,0.003048434798596606,0.0030439675792419095,0.0030082301942465028
0.003056270504024599,0.0030984255731303745,0.003039235356859743,0.0030332633128285027,0.0030466786126626334,0.003035900241902448
0.0030245885927423074,0.0030619544971314744,0.0030128642508625387,0.003034639359751542,0.0030968758075927663,0.0030240250311175257
0.0030295422542798447,0.003094211692321266,0.0030343049209378367,0.003079881268956645,0.0030229268698193225,0.0030620099267464934
0.0030202603696660004,0.003093278586698006,0.003042712718049419,0.003072273785527319,0.0030106543948975337,0.00302452152007484
